X,Y,OBJECTID,CODIGO_ACCIDENTADO,FORMULARIO,FECHA_OCURRENCIA_ACC,HORA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,MES_OCURRENCIA_ACC,DIA_OCURRENCIA_ACC,FECHA_HORA_ACC,DIRECCION,CLASE_ACC,LOCALIDAD,CODIGO_VEHICULO,CONDICION,MUERTE_POSTERIOR,FECHA_POSTERIOR_MUERTE,GENERO,EDAD,CONDICION_A
-74.149749712,4.69364371400002,62,12836626,A001513438,2022/09/08 05:00:00+00,14:50:00,2022,SEPTIEMBRE,JUEVES,2022/09/08 19:50:00+00,CL 24  - KR 121 A  02,VOLCAMIENTO,FONTIBON,2,MOTOCICLISTA,N,,MASCULINO,76,MOTOCICLISTA
-74.029,4.702,463,12836789,A001512596,2022/09/10 05:00:00+00,13:20:00,2022,SEPTIEMBRE,SABADO,2022/09/10 18:20:00+00,KR 7  - CL 127   02,CHOQUE,USAQUEN,2,MOTOCICLISTA,N,,MASCULINO,44,MOTOCICLISTA
-74.07028294,4.68297603899998,466,12836791,A001513836,2022/09/09 05:00:00+00,19:40:00,2022,SEPTIEMBRE,VIERNES,2022/09/10 00:40:00+00,CL 90  - KR 61 A  02,CHOQUE,BARRIOS UNIDOS,1,MOTOCICLISTA,N,,MASCULINO,21,MOTOCICLISTA
-74.084,4.53800000000001,716,12836366,A001513363,2022/09/07 05:00:00+00,06:30:00,2022,SEPTIEMBRE,MIERCOLES,2022/09/07 11:30:00+00,KR 14  E- CL 46 G  S 02,CHOQUE,SAN CRISTOBAL,2,PASAJERO,N,,FEMENINO,38,MOTOCICLISTA
-74.162,4.60300000000001,1110,12820196,A001450776,2022/06/04 05:00:00+00,18:55:00,2022,JUNIO,SABADO,2022/06/04 23:55:00+00,AV AVENIDA CIUDAD DE VILLAVICENCIO - CL 53 C BIS S 02,VOLCAMIENTO,BOSA,1,MOTOCICLISTA,N,,MASCULINO,43,MOTOCICLISTA
-74.094,4.58600000000001,1156,12820257,A001451338,2022/03/31 05:00:00+00,22:00:00,2022,MARZO,JUEVES,2022/04/01 03:00:00+00,AV AVENIDA CARACAS - CL 11  S 02,CHOQUE,ANTONIO NARINO,1,MOTOCICLISTA,N,,MASCULINO,45,MOTOCICLISTA
-74.147,4.64999999999998,1287,12819935,A001452036,2022/06/03 05:00:00+00,08:17:00,2022,JUNIO,VIERNES,2022/06/03 13:17:00+00,AV AVENIDA CIUDAD DE CALI - CL 10 A  02,CHOQUE,KENNEDY,2,MOTOCICLISTA,N,,FEMENINO,43,MOTOCICLISTA
-74.184,4.63299999999998,1345,12819995,A001452719,2022/06/05 05:00:00+00,02:00:00,2022,JUNIO,DOMINGO,2022/06/05 07:00:00+00,KR 89 B  - CL 52 C  S 02,CHOQUE,BOSA,1,MOTOCICLISTA,N,,MASCULINO,38,MOTOCICLISTA
-74.123,4.62900000000002,1694,12819670,A001451658,2022/06/03 05:00:00+00,00:39:00,2022,JUNIO,VIERNES,2022/06/03 05:39:00+00,AV AVENIDA DE LAS AMERICAS - KR 68 A  02,CHOQUE,KENNEDY,1,MOTOCICLISTA,N,,MASCULINO,25,MOTOCICLISTA
-74.181462996,4.60833070400002,1870,87252,712064700,2007/01/23 05:00:00+00,14:15:00,2007,ENERO,MARTES,2007/01/23 19:15:00+00,KR 80-59 S 35,CHOQUE,BOSA,2,CONDUCTOR,,,MASCULINO,32,CONDUCTOR
-74.139285036,4.559190505,1914,87552,712272600,2007/02/26 05:00:00+00,17:50:00,2007,FEBRERO,LUNES,2007/02/26 22:50:00+00,AV BOYACA-CL 61 S ,CHOQUE,CIUDAD BOLIVAR,2,CICLISTA,,,MASCULINO,52,CICLISTA
-74.141425649,4.61010412399997,2135,87907,712532600,2007/03/04 05:00:00+00,00:45:00,2007,MARZO,DOMINGO,2007/03/04 05:45:00+00,AV BOYACA-CL 38 S 9,CHOQUE,KENNEDY,1,CONDUCTOR,,,MASCULINO,22,CONDUCTOR
-74.166708836,4.56427396599997,2468,86859,711745000,2007/01/18 05:00:00+00,23:07:00,2007,ENERO,JUEVES,2007/01/19 04:07:00+00,CL 75-34 S 5,CHOQUE,CIUDAD BOLIVAR,1,MOTOCICLISTA,,,MASCULINO,25,MOTOCICLISTA
-74.090140116,4.75361883800002,2580,86915,711802300,2007/01/06 05:00:00+00,16:20:00,2007,ENERO,SABADO,2007/01/06 21:20:00+00,CL 153-102 22,CHOQUE,SUBA,2,CONDUCTOR,,,MASCULINO,36,CONDUCTOR
-74.139458442,4.61861844499998,2806,88224,712752200,2007/04/10 05:00:00+00,04:00:00,2007,ABRIL,MARTES,2007/04/10 09:00:00+00,AV 1 DE MAYO-AV BOYACA ,CHOQUE,KENNEDY,1,MOTOCICLISTA,,,MASCULINO,28,MOTOCICLISTA
-74.09029584,4.72667909299997,2885,88303,712802200,2007/04/07 05:00:00+00,13:45:00,2007,ABRIL,SABADO,2007/04/07 18:45:00+00,KR 93-130 ,CHOQUE,SUBA,2,CONDUCTOR,,,MASCULINO,42,CONDUCTOR
-74.096396917,4.67692209900002,2956,88570,713001500,2007/04/29 05:00:00+00,00:45:00,2007,ABRIL,DOMINGO,2007/04/29 05:45:00+00,AV ROJAS PINILLA-CL 65 ,CHOQUE,ENGATIVA,1,CICLISTA,,,MASCULINO,49,CICLISTA
-74.08992269,4.67899312600002,3135,88749,713105800,2007/05/12 05:00:00+00,07:00:00,2007,MAYO,SABADO,2007/05/12 12:00:00+00,KR 68-69B 20,CHOQUE,ENGATIVA,2,CONDUCTOR,,,MASCULINO,85,CONDUCTOR
-74.14551433,4.67502015500003,3166,88780,713140400,2007/05/10 05:00:00+00,21:10:00,2007,MAYO,JUEVES,2007/05/11 02:10:00+00,CL 18-102 56,CHOQUE,FONTIBON,2,MOTOCICLISTA,,,MASCULINO,18,MOTOCICLISTA
-74.11542572,4.627757965,3302,88358,712840600,2007/05/02 05:00:00+00,16:10:00,2007,MAYO,MIERCOLES,2007/05/02 21:10:00+00,AV LAS AMERICA-KR 59 29,CHOQUE,PUENTE ARANDA,2,CONDUCTOR,,,MASCULINO,44,CONDUCTOR
-74.170416546,4.627946554,3382,88438,712894000,2007/04/19 05:00:00+00,06:25:00,2007,ABRIL,JUEVES,2007/04/19 11:25:00+00,AV CIUDAD VILLAVIC-KR 85A ,CHOQUE,KENNEDY,2,CICLISTA,,,MASCULINO,54,CICLISTA
-74.138219615,4.59283441100001,3630,88058,712613300,2007/03/12 05:00:00+00,19:50:00,2007,MARZO,LUNES,2007/03/13 00:50:00+00,KR 51-47 S 11,CHOQUE,TUNJUELITO,2,CONDUCTOR,,,MASCULINO,17,CONDUCTOR
-74.154009751,4.67825597400002,3795,89212,726645400,2007/06/18 05:00:00+00,15:50:00,2007,JUNIO,LUNES,2007/06/18 20:50:00+00,AV CENTENARIO-KR 111 40,CHOQUE,FONTIBON,2,CONDUCTOR,,,MASCULINO,29,CONDUCTOR
-74.083811007,4.66816423300003,3834,89251,726670500,2007/06/16 05:00:00+00,05:45:00,2007,JUNIO,SABADO,2007/06/16 10:45:00+00,KR 60-66B 40,CHOQUE,BARRIOS UNIDOS,1,CONDUCTOR,,,MASCULINO,33,CONDUCTOR
-74.074770156,4.72163960099999,3835,89252,726670600,2007/06/19 05:00:00+00,01:37:00,2007,JUNIO,MARTES,2007/06/19 06:37:00+00,AV SUBA-AV BOYACA 0,CHOQUE,SUBA,1,MOTOCICLISTA,,,MASCULINO,19,MOTOCICLISTA
-74.155310736,4.63259527899999,4133,89750,727025200,2007/08/03 05:00:00+00,06:30:00,2007,AGOSTO,VIERNES,2007/08/03 11:30:00+00,KR 86-24A S 19,CHOQUE,KENNEDY,2,CONDUCTOR,,,MASCULINO,65,CONDUCTOR
-74.200982349,4.60938758200001,4162,89779,727039100,2007/07/24 05:00:00+00,16:00:00,2007,JULIO,MARTES,2007/07/24 21:00:00+00,CL 74-80J S 69,CHOQUE,BOSA,2,CICLISTA,,,MASCULINO,7,CICLISTA
-74.022252056,4.74118766999999,4325,89476,726876800,2007/07/07 05:00:00+00,05:18:00,2007,JULIO,SABADO,2007/07/07 10:18:00+00,AK 7-165 0,CHOQUE,USAQUEN,1,MOTOCICLISTA,,,MASCULINO,26,MOTOCICLISTA
-74.089376982,4.67142252999997,4416,88840,726308100,2007/05/13 05:00:00+00,23:40:00,2007,MAYO,DOMINGO,2007/05/14 04:40:00+00,AK 68-64 32,CHOQUE,BARRIOS UNIDOS,2,CICLISTA,,,MASCULINO,58,CICLISTA
-74.185208075,4.632677677,4425,88904,726413200,2007/05/26 05:00:00+00,19:00:00,2007,MAYO,SABADO,2007/05/27 00:00:00+00,KR 89B-54 S 0,CHOQUE,BOSA,2,CICLISTA,,,MASCULINO,35,CICLISTA
-74.13921644,4.53720053299998,4455,88934,726438700,2007/06/22 05:00:00+00,04:30:00,2007,JUNIO,VIERNES,2007/06/22 09:30:00+00,AV BOYACA-CL 79 S 30,CHOQUE,CIUDAD BOLIVAR,1,CONDUCTOR,,,MASCULINO,50,CONDUCTOR
-74.073360374,4.59092763299998,4464,88943,726456900,2007/10/06 05:00:00+00,22:28:00,2007,OCTUBRE,SABADO,2007/10/07 03:28:00+00,KR 2-5A 3,CHOQUE,CANDELARIA,1,CICLISTA,,,MASCULINO,31,CICLISTA
-74.023945689,4.73669976799999,4589,89013,726519100,2007/06/03 05:00:00+00,11:30:00,2007,JUNIO,DOMINGO,2007/06/03 16:30:00+00,AK 7-161 57,CHOQUE,USAQUEN,2,CONDUCTOR,,,MASCULINO,67,CONDUCTOR
-74.12732666,4.61408923800002,4590,89014,726519200,2007/06/04 05:00:00+00,16:15:00,2007,JUNIO,LUNES,2007/06/04 21:15:00+00,AK 68-17 S 0,CHOQUE,PUENTE ARANDA,2,CICLISTA,,,MASCULINO,41,CICLISTA
-74.16409495,4.61826194999998,4591,89015,726519300,2007/06/06 05:00:00+00,14:50:00,2007,JUNIO,MIERCOLES,2007/06/06 19:50:00+00,KR 79-42G S 10,CHOQUE,KENNEDY,1,CICLISTA,,,MASCULINO,9,CICLISTA
-74.122463101,4.74235075000001,4702,89126,726617600,2007/06/21 05:00:00+00,08:30:00,2007,JUNIO,JUEVES,2007/06/21 13:30:00+00,CL 132-152 0,CHOQUE,SUBA,2,CICLISTA,,,FEMENINO,37,CICLISTA
-74.135853316,4.68005313700002,4741,89165,726637300,2007/06/22 05:00:00+00,12:15:00,2007,JUNIO,VIERNES,2007/06/22 17:15:00+00,AK 100-235 38,CHOQUE,FONTIBON,2,CICLISTA,,,MASCULINO,67,CICLISTA
-74.091080983,4.606019307,4768,89192,726825400,2007/07/04 05:00:00+00,22:40:00,2007,JULIO,MIERCOLES,2007/07/05 03:40:00+00,KR 24-9 2,CHOQUE,LOS MARTIRES,2,CONDUCTOR,,,MASCULINO,62,CONDUCTOR
-74.131875534,4.604819244,4918,91715,727927200,2007/10/26 05:00:00+00,13:40:00,2007,OCTUBRE,VIERNES,2007/10/26 18:40:00+00,AK 68-35A S 0,CHOQUE,KENNEDY,2,CONDUCTOR,,,MASCULINO,54,CONDUCTOR
-74.059318265,4.63864102600002,5357,92876,728530100,2007/12/08 05:00:00+00,16:00:00,2007,DICIEMBRE,SABADO,2007/12/08 21:00:00+00,AV CIRCUNVALAR-CL 53 0,CHOQUE,CHAPINERO,1,CONDUCTOR,,,MASCULINO,32,CONDUCTOR
-74.138181401,4.54512462100001,6049,90012,727166700,2007/08/14 05:00:00+00,06:50:00,2007,AGOSTO,MARTES,2007/08/14 11:50:00+00,AV BOYACA-CL 72B S 24,CHOQUE,CIUDAD BOLIVAR,2,MOTOCICLISTA,,,MASCULINO,33,MOTOCICLISTA
-74.068495453,4.72974333399998,6050,90013,727166800,2007/08/20 05:00:00+00,04:40:00,2007,AGOSTO,LUNES,2007/08/20 09:40:00+00,AV BOYACA-CL 138 0,CHOQUE,SUBA,1,CONDUCTOR,,,MASCULINO,23,CONDUCTOR
-74.04980305,4.69877046200003,6051,90014,727166900,2007/08/23 05:00:00+00,04:15:00,2007,AGOSTO,JUEVES,2007/08/23 09:15:00+00,AK 19-116 0,CHOQUE,USAQUEN,1,CONDUCTOR,,,MASCULINO,26,CONDUCTOR
-74.078849057,4.63973776500001,6066,90029,727171000,2007/08/07 05:00:00+00,20:50:00,2007,AGOSTO,MARTES,2007/08/08 01:50:00+00,AK 30-49A 34,CHOQUE,TEUSAQUILLO,1,MOTOCICLISTA,,,MASCULINO,22,MOTOCICLISTA
-74.190602378,4.626345448,6703,91123,727666000,2007/09/23 05:00:00+00,05:15:00,2007,SEPTIEMBRE,DOMINGO,2007/09/23 10:15:00+00,KR 88C-58D S 20,CHOQUE,BOSA,1,CONDUCTOR,,,MASCULINO,40,CONDUCTOR
-74.155549999,4.68315840499997,7083,92126,728115100,2007/11/06 05:00:00+00,20:35:00,2007,NOVIEMBRE,MARTES,2007/11/07 01:35:00+00,KR 116-17 0,CHOQUE,FONTIBON,2,CONDUCTOR,,,MASCULINO,,CONDUCTOR
-74.139458442,4.61861844499998,7246,91270,727714200,2007/10/04 05:00:00+00,23:27:00,2007,OCTUBRE,JUEVES,2007/10/05 04:27:00+00,AV 1 DE MAYO-AV BOYACA 0,CHOQUE,KENNEDY,1,MOTOCICLISTA,,,MASCULINO,27,MOTOCICLISTA
-74.163715578,4.69004746899998,7272,91296,727727400,2007/10/06 05:00:00+00,15:55:00,2007,OCTUBRE,SABADO,2007/10/06 20:55:00+00,AC 17-128 5,CHOQUE,FONTIBON,1,CONDUCTOR,,,MASCULINO,18,CONDUCTOR
-74.173604011,4.64885005100001,7273,91297,727727500,2007/10/12 05:00:00+00,22:45:00,2007,OCTUBRE,VIERNES,2007/10/13 03:45:00+00,CL 38-98 S 11,VOLCAMIENTO,KENNEDY,1,CONDUCTOR,,,MASCULINO,36,CONDUCTOR
-74.145488151,4.67971879800001,7284,91308,727732700,2007/10/13 05:00:00+00,22:01:00,2007,OCTUBRE,SABADO,2007/10/14 03:01:00+00,CL 20C-106 0,CHOQUE,FONTIBON,1,CONDUCTOR,,,MASCULINO,33,CONDUCTOR
-74.131822712,4.70565837800001,7290,92167,728130500,2007/11/13 05:00:00+00,15:30:00,2007,NOVIEMBRE,MARTES,2007/11/13 20:30:00+00,KR 111C-67B 0,CHOQUE,ENGATIVA,2,CONDUCTOR,,,MASCULINO,17,CONDUCTOR
-74.121870826,4.57589996600001,7297,92174,728141300,2007/11/09 05:00:00+00,23:30:00,2007,NOVIEMBRE,VIERNES,2007/11/10 04:30:00+00,CL 42-14 BISC 17,CHOQUE,RAFAEL URIBE URIBE,1,MOTOCICLISTA,,,MASCULINO,25,MOTOCICLISTA
-74.166315218,4.63184103600003,7367,90214,727243000,2007/08/19 05:00:00+00,08:45:00,2007,AGOSTO,DOMINGO,2007/08/19 13:45:00+00,AV CIUDAD DE CALI-CL 40B S 41,CHOQUE,KENNEDY,2,CONDUCTOR,,,MASCULINO,21,CONDUCTOR
-74.145776665,4.68153815199997,7534,91358,727763500,2007/10/09 05:00:00+00,00:25:00,2007,OCTUBRE,MARTES,2007/10/09 05:25:00+00,AV CENTENARIO-CL 13 108,CHOQUE,FONTIBON,2,CICLISTA,,,MASCULINO,41,CICLISTA
-74.146846214,4.55631916499999,8072,91498,727834900,2007/10/18 05:00:00+00,06:00:00,2007,OCTUBRE,JUEVES,2007/10/18 11:00:00+00,KR 18Q-66A S 0,CHOQUE,CIUDAD BOLIVAR,1,CICLISTA,,,MASCULINO,22,CICLISTA
-74.032309669,4.718742448,8100,92381,728249100,2007/12/04 05:00:00+00,12:15:00,2007,DICIEMBRE,MARTES,2007/12/04 17:15:00+00,AK 9-141 0,CHOQUE,USAQUEN,2,CICLISTA,,,MASCULINO,54,CICLISTA
-74.173799289,4.63485964300003,8306,91534,727842100,2007/10/13 05:00:00+00,19:00:00,2007,OCTUBRE,SABADO,2007/10/14 00:00:00+00,KR 88G-42G S 72,CHOQUE,KENNEDY,1,CONDUCTOR,,,MASCULINO,38,CONDUCTOR
-74.085649518,4.595468326,8384,92468,728314900,2007/11/20 05:00:00+00,14:15:00,2007,NOVIEMBRE,MARTES,2007/11/20 19:15:00+00,AK 14-4 0,CHOQUE,SANTA FE,2,CICLISTA,,,MASCULINO,18,CICLISTA
-74.089657546,4.68175656,8426,90603,727433200,2007/09/04 05:00:00+00,21:30:00,2007,SEPTIEMBRE,MARTES,2007/09/05 02:30:00+00,AC 72-69C 13,CHOQUE,ENGATIVA,2,CICLISTA,,,FEMENINO,39,CICLISTA
-74.133794407,4.65700794399999,8690,90668,727453200,2007/09/01 05:00:00+00,06:20:00,2007,SEPTIEMBRE,SABADO,2007/09/01 11:20:00+00,AV CENTENARIO-KR 81A 7,CHOQUE,FONTIBON,1,MOTOCICLISTA,,,MASCULINO,28,MOTOCICLISTA
-74.090016068,4.600404352,8753,93706,728460400,2007/12/02 05:00:00+00,14:30:00,2007,DICIEMBRE,DOMINGO,2007/12/02 19:30:00+00,CL 6-19 67,CHOQUE,LOS MARTIRES,1,MOTOCICLISTA,,,MASCULINO,29,MOTOCICLISTA
-74.111516461,4.51114623900003,8943,98089,711902700,2007/01/05 05:00:00+00,09:00:00,2007,ENERO,VIERNES,2007/01/05 14:00:00+00,KR 1G-70B S ,CHOQUE,USME,1,CONDUCTOR,,,MASCULINO,25,CONDUCTOR
-74.045874757,4.75793597900002,9486,93976,728271300,2007/11/27 05:00:00+00,12:25:00,2007,NOVIEMBRE,MARTES,2007/11/27 17:25:00+00,AU NORTE-178 71,CHOQUE,SUBA,1,CONDUCTOR,,,MASCULINO,44,CONDUCTOR
-74.187423151,4.61584041999998,12323,96794,711745400,2007/02/05 05:00:00+00,02:45:00,2007,FEBRERO,LUNES,2007/02/05 07:45:00+00,AV 1 DE MAYO-KR 82D ,CHOQUE,BOSA,1,MOTOCICLISTA,,,MASCULINO,21,MOTOCICLISTA
-74.1815661,4.60021249099998,12680,98017,711886900,2007/01/06 05:00:00+00,21:30:00,2007,ENERO,SABADO,2007/01/07 02:30:00+00,KR 77M-65 S ,CHOQUE,BOSA,1,MOTOCICLISTA,,,MASCULINO,38,MOTOCICLISTA
-74.143838157,4.601006493,15221,98570,711963600,2007/01/05 05:00:00+00,14:15:00,2007,ENERO,VIERNES,2007/01/05 19:15:00+00,AV BOYACA-CL 43A S 12,CHOQUE,KENNEDY,2,MOTOCICLISTA,,,MASCULINO,33,MOTOCICLISTA
-74.098503626,4.66001251500001,15908,99714,712050200,2007/01/17 05:00:00+00,11:05:00,2007,ENERO,MIERCOLES,2007/01/17 16:05:00+00,AK 68-49A 47,OTRO,ENGATIVA,1,MOTOCICLISTA,,,MASCULINO,47,MOTOCICLISTA
-74.119662745,4.67892612100002,15928,99734,712052400,2007/01/18 05:00:00+00,20:10:00,2007,ENERO,JUEVES,2007/01/19 01:10:00+00,AV CIUDAD DE CALI-AV EL DORADO ,CHOQUE,FONTIBON,1,CONDUCTOR,,,MASCULINO,26,CONDUCTOR
-74.131251294,4.66487514300002,16585,98945,711995400,2007/02/17 05:00:00+00,05:50:00,2007,FEBRERO,SABADO,2007/02/17 10:50:00+00,AV CIUDAD DE CALI-CL 20 50,CHOQUE,FONTIBON,1,MOTOCICLISTA,,,MASCULINO,28,MOTOCICLISTA
-74.144558373,4.68051167900001,16958,99978,712072300,2007/01/20 05:00:00+00,21:40:00,2007,ENERO,SABADO,2007/01/21 02:40:00+00,AC 22-106 ,CHOQUE,FONTIBON,1,MOTOCICLISTA,,,MASCULINO,25,MOTOCICLISTA
-74.107446721,4.658860404,18393,102471,712272400,2007/02/22 05:00:00+00,18:50:00,2007,FEBRERO,JUEVES,2007/02/22 23:50:00+00,AV EL DORADO-KR 69A 51,CHOQUE,FONTIBON,1,MOTOCICLISTA,,,MASCULINO,30,MOTOCICLISTA
-74.101393258,4.60972760300001,18399,102477,712273100,2007/03/25 05:00:00+00,04:30:00,2007,MARZO,DOMINGO,2007/03/25 09:30:00+00,CL 6-33 32,CHOQUE,PUENTE ARANDA,1,CONDUCTOR,,,FEMENINO,27,CONDUCTOR
-74.099897087,4.704497188,18618,105721,712538700,2007/03/04 05:00:00+00,06:20:00,2007,MARZO,DOMINGO,2007/03/04 11:20:00+00,AV CIUDAD DE CALI-CL 81 51,CHOQUE,ENGATIVA,2,CONDUCTOR,,,MASCULINO,24,CONDUCTOR
-74.15876487,4.638260742,19465,102760,712294400,2007/03/01 05:00:00+00,16:01:00,2007,MARZO,JUEVES,2007/03/01 21:01:00+00,AV CIUDAD DE CALI-CL 1 S 6,CHOQUE,KENNEDY,3,CONDUCTOR,,,MASCULINO,32,CONDUCTOR
-74.194315834,4.605337131,19554,103828,712385800,2007/02/24 05:00:00+00,07:00:00,2007,FEBRERO,SABADO,2007/02/24 12:00:00+00,KR 80-71 S ,CHOQUE,BOSA,2,CONDUCTOR,,,MASCULINO,29,CONDUCTOR
-74.050954624,4.72223637500002,19864,104935,712471200,2007/03/07 05:00:00+00,03:10:00,2007,MARZO,MIERCOLES,2007/03/07 08:10:00+00,AU NORTE-137 ,CHOQUE,USAQUEN,1,CONDUCTOR,,,MASCULINO,29,CONDUCTOR
-74.052781758,4.69927428699998,19866,104937,712471400,2007/03/16 05:00:00+00,12:18:00,2007,MARZO,VIERNES,2007/03/16 17:18:00+00,AC 116-21 50,CHOQUE,USAQUEN,1,MOTOCICLISTA,,,MASCULINO,25,MOTOCICLISTA
-74.187104099,4.614009092,20127,104999,712478000,2007/03/07 05:00:00+00,02:55:00,2007,MARZO,MIERCOLES,2007/03/07 07:55:00+00,CL 62-82 S 16,CHOQUE,BOSA,2,MOTOCICLISTA,,,MASCULINO,40,MOTOCICLISTA
-74.074566451,4.72342422399998,20836,104128,712409100,2007/02/23 05:00:00+00,02:45:00,2007,FEBRERO,VIERNES,2007/02/23 07:45:00+00,AV SUBA-AV BOYACA ,CHOQUE,SUBA,1,MOTOCICLISTA,,,MASCULINO,23,MOTOCICLISTA
-74.125214471,4.67209799599999,21494,107413,712683600,2007/03/25 05:00:00+00,03:29:00,2007,MARZO,DOMINGO,2007/03/25 08:29:00+00,KR 86-24 ,CHOQUE,FONTIBON,1,MOTOCICLISTA,,,MASCULINO,31,MOTOCICLISTA
-74.188962202,4.62292249799998,21497,107416,712683800,2007/03/27 05:00:00+00,03:10:00,2007,MARZO,MARTES,2007/03/27 08:10:00+00,CL 59-87 S ,CHOQUE,BOSA,1,CONDUCTOR,,,MASCULINO,41,CONDUCTOR
-74.163273292,4.61639842099999,24680,108114,712748800,2007/04/28 05:00:00+00,03:37:00,2007,ABRIL,SABADO,2007/04/28 08:37:00+00,AV CIUDAD VILLAVIC-CL 78 57,CHOQUE,KENNEDY,2,MOTOCICLISTA,,,MASCULINO,31,MOTOCICLISTA
-74.088565637,4.69489530499999,25259,109277,712856800,2007/04/14 05:00:00+00,02:00:00,2007,ABRIL,SABADO,2007/04/14 07:00:00+00,DG 79-71 17,CHOQUE,ENGATIVA,1,MOTOCICLISTA,,,MASCULINO,29,MOTOCICLISTA
-74.164894344,4.63290160600002,26572,113873,726417000,2007/05/26 05:00:00+00,03:00:00,2007,MAYO,SABADO,2007/05/26 08:00:00+00,AV LAS AMERICA-AV CIUDAD DE CALI 0,OTRO,KENNEDY,1,CONDUCTOR,,,MASCULINO,33,CONDUCTOR
-74.135962324,4.65951590399999,26894,110786,712997200,2007/04/28 05:00:00+00,05:45:00,2007,ABRIL,SABADO,2007/04/28 10:45:00+00,CL 13-AV CIUDAD DE CALI ,OTRO,FONTIBON,1,MOTOCICLISTA,,,MASCULINO,23,MOTOCICLISTA
-74.136527764,4.58483966599999,27378,114090,726438000,2007/06/01 05:00:00+00,03:30:00,2007,JUNIO,VIERNES,2007/06/01 08:30:00+00,TR 33-51 S 30,CHOQUE,TUNJUELITO,1,MOTOCICLISTA,,,MASCULINO,21,MOTOCICLISTA
-74.139102666,4.56234607900001,27741,112022,713115700,2007/05/12 05:00:00+00,01:00:00,2007,MAYO,SABADO,2007/05/12 06:00:00+00,AV BOYACA-CL 60 S 19,CHOQUE,CIUDAD BOLIVAR,2,MOTOCICLISTA,,,MASCULINO,23,MOTOCICLISTA
-74.138464953,4.59549039500001,28097,113163,726347700,2007/05/21 05:00:00+00,21:15:00,2007,MAYO,LUNES,2007/05/22 02:15:00+00,CL 40-68 S 29,CHOQUE,KENNEDY,2,MOTOCICLISTA,,,MASCULINO,22,MOTOCICLISTA
-74.155814033,4.57712498699999,28156,114274,726457000,2007/07/04 05:00:00+00,23:18:00,2007,JULIO,MIERCOLES,2007/07/05 04:18:00+00,AU AL LLANO-48 0,CHOQUE,CIUDAD BOLIVAR,2,MOTOCICLISTA,,,MASCULINO,23,MOTOCICLISTA
-74.115645603,4.51333126899999,28328,112213,713133600,2007/05/12 05:00:00+00,23:00:00,2007,MAYO,SABADO,2007/05/13 04:00:00+00,AV VIA USME-KR 75B 22,ATROPELLO,USME,1,MOTOCICLISTA,,,MASCULINO,46,MOTOCICLISTA
-74.121012692,4.721888374,29031,111343,713053400,2007/05/03 05:00:00+00,22:50:00,2007,MAYO,JUEVES,2007/05/04 03:50:00+00,AC 80-114 0,CHOQUE,ENGATIVA,1,CONDUCTOR,,,MASCULINO,19,CONDUCTOR
-74.194490399,4.60435429199998,29922,117621,726786300,2007/07/01 05:00:00+00,18:00:00,2007,JULIO,DOMINGO,2007/07/01 23:00:00+00,KR 79A-70D S 0,CHOQUE,BOSA,2,CONDUCTOR,,,MASCULINO,35,CONDUCTOR
-74.074804157,4.72157160099999,29924,117623,726786500,2007/07/03 05:00:00+00,05:50:00,2007,JULIO,MARTES,2007/07/03 10:50:00+00,AV SUBA-AV BOYACA 0,CHOQUE,SUBA,1,MOTOCICLISTA,,,MASCULINO,27,MOTOCICLISTA
-74.079166662,4.63525996200002,30747,114885,726519000,2007/06/02 05:00:00+00,23:00:00,2007,JUNIO,SABADO,2007/06/03 04:00:00+00,AK 30-45A 12,CHOQUE,TEUSAQUILLO,1,MOTOCICLISTA,,,MASCULINO,30,MOTOCICLISTA
-74.038479569,4.797698814,30795,117894,726815300,2007/07/04 05:00:00+00,06:00:00,2007,JULIO,MIERCOLES,2007/07/04 11:00:00+00,AU NORTE-222 0,CHOQUE,USAQUEN,2,MOTOCICLISTA,,,MASCULINO,30,MOTOCICLISTA
-74.10993689,4.70339017800001,31609,118120,726837600,2007/07/14 05:00:00+00,07:00:00,2007,JULIO,SABADO,2007/07/14 12:00:00+00,KR 94-75 0,CHOQUE,ENGATIVA,2,CONDUCTOR,,,FEMENINO,22,CONDUCTOR
-74.136528966,4.54939828200003,32557,115331,726563100,2007/06/11 05:00:00+00,02:45:00,2007,JUNIO,LUNES,2007/06/11 07:45:00+00,AV BOYACA-CL 69 S 64,CHOQUE,CIUDAD BOLIVAR,1,MOTOCICLISTA,,,MASCULINO,26,MOTOCICLISTA
-74.041072948,4.78195284399999,33415,118552,726884600,2007/07/16 05:00:00+00,09:40:00,2007,JULIO,LUNES,2007/07/16 14:40:00+00,AU NORTE-205 0,CHOQUE,USAQUEN,2,CONDUCTOR,,,MASCULINO,30,CONDUCTOR
-74.154474979,4.63197959899998,33699,118636,726894000,2007/07/12 05:00:00+00,07:00:00,2007,JULIO,JUEVES,2007/07/12 12:00:00+00,AV LAS AMERICA-CL 80 0,CHOQUE,KENNEDY,2,CONDUCTOR,,,MASCULINO,38,CONDUCTOR
-74.121206425,4.59429927799999,33781,121874,727256300,2007/08/30 05:00:00+00,15:25:00,2007,AGOSTO,JUEVES,2007/08/30 20:25:00+00,TR 35-33 S 47,CHOQUE,PUENTE ARANDA,1,CONDUCTOR,,,MASCULINO,24,CONDUCTOR
