X,Y,OBJECTID,CODIGO_ACCIDENTADO,FORMULARIO,FECHA_OCURRENCIA_ACC,HORA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,MES_OCURRENCIA_ACC,DIA_OCURRENCIA_ACC,FECHA_HORA_ACC,DIRECCION,CLASE_ACC,LOCALIDAD,CODIGO_VEHICULO,CONDICION,MUERTE_POSTERIOR,FECHA_POSTERIOR_MUERTE,GENERO,EDAD,CONDICION_A
-74.074706355,4.721559243,739060,2472894,A000198861,2015/04/22 05:00:00+00,15:40:00,2015,ABRIL,MIERCOLES,2015/04/22 20:40:00+00,AV AVENIDA SUBA-AV AVENIDA BOYACA 02,CHOQUE,SUBA,2,CICLISTA,S,2015/04/30 05:00:00+00,MASCULINO,45,CICLISTA
-74.1733,4.61279999999999,739091,2472923,A000198555,2015/04/22 05:00:00+00,20:15:00,2015,ABRIL,MIERCOLES,2015/04/23 01:15:00+00,AV AVENIDA PRIMERO DE MAYO-KR 79A 23,ATROPELLO,KENNEDY,,PEATON,,,SIN INFORMACION,,PEATON
-74.1283,4.5933,739367,2477505,A000200565,2015/05/16 05:00:00+00,15:10:00,2015,MAYO,SABADO,2015/05/16 20:10:00+00,AV AVENIDA DEL SUR-KR 50A 02,ATROPELLO,ANTONIO NARINO,,PEATON,,,MASCULINO,66,PEATON
-74.09169407,4.57971900299998,739473,2478471,A5564,2015/05/21 05:00:00+00,18:50:00,2015,MAYO,JUEVES,2015/05/21 23:50:00+00,AK 10-CL 14 S 21,ATROPELLO,ANTONIO NARINO,,PEATON,,,MASCULINO,17,PEATON
-74.085128298,4.53328665399999,739537,2479383,A000199138,2015/05/26 05:00:00+00,06:15:00,2015,MAYO,MARTES,2015/05/26 11:15:00+00,KR 15-CL 53 ES 02,VOLCAMIENTO,SAN CRISTOBAL,3,MOTOCICLISTA,N,,FEMENINO,25,MOTOCICLISTA
-74.121447363,4.55644664599998,739816,2037846,A00565207,2009/05/17 05:00:00+00,09:15:00,2009,MAYO,DOMINGO,2009/05/17 14:15:00+00,CL 51-7 S 40,ATROPELLO,RAFAEL URIBE URIBE,2,CONDUCTOR,,,MASCULINO,47,CONDUCTOR
-74.148838669,4.68635669100001,740005,2472027,A000198554,2015/04/18 05:00:00+00,15:40:00,2015,ABRIL,SABADO,2015/04/18 20:40:00+00,KR 114A-CL 22F 02,CHOQUE,FONTIBON,2,MOTOCICLISTA,N,,MASCULINO,50,MOTOCICLISTA
-74.136123656,4.614662893,740007,2472029,A000197745,2015/04/17 05:00:00+00,03:30:00,2015,ABRIL,VIERNES,2015/04/17 08:30:00+00,AV AVENIDA PRIMERO DE MAYO-CL 69C S 33,CHOQUE,KENNEDY,1,CONDUCTOR,N,,MASCULINO,48,CONDUCTOR
-74.063929241,4.61696049400001,740022,2472043,A000198553,2015/04/18 05:00:00+00,10:30:00,2015,ABRIL,SABADO,2015/04/18 15:30:00+00,CL 32-KR 3A 07,ATROPELLO,SANTA FE,,PEATON,,,MASCULINO,85,PEATON
-74.063929241,4.61696049400001,740023,2472044,A000198553,2015/04/18 05:00:00+00,10:30:00,2015,ABRIL,SABADO,2015/04/18 15:30:00+00,CL 32-KR 3A 07,ATROPELLO,SANTA FE,,PEATON,,,MASCULINO,60,PEATON
-74.063929241,4.61696049400001,740024,2472045,A000198553,2015/04/18 05:00:00+00,10:30:00,2015,ABRIL,SABADO,2015/04/18 15:30:00+00,CL 32-KR 3A 07,ATROPELLO,SANTA FE,,PEATON,S,2015/04/20 05:00:00+00,MASCULINO,50,PEATON
-74.063929241,4.61696049400001,740026,2472047,A000198553,2015/04/18 05:00:00+00,10:30:00,2015,ABRIL,SABADO,2015/04/18 15:30:00+00,CL 32-KR 3A 07,ATROPELLO,SANTA FE,,PEATON,S,2015/06/15 05:00:00+00,MASCULINO,45,PEATON
-74.103917006,4.61053519199999,740032,2472052,A000197549,2015/04/18 05:00:00+00,07:20:00,2015,ABRIL,SABADO,2015/04/18 12:20:00+00,KR 36-CL 5C 09,ATROPELLO,PUENTE ARANDA,,PEATON,,,MASCULINO,66,PEATON
-74.085599572,4.66923968999998,740233,2474834,A000200104,2015/05/03 05:00:00+00,11:21:00,2015,MAYO,DOMINGO,2015/05/03 16:21:00+00,KR 62-CL 64 75,ATROPELLO,BARRIOS UNIDOS,,PEATON,S,2015/05/03 05:00:00+00,MASCULINO,80,PEATON
-74.132533655,4.70096838299997,740276,2475742,A000200311,2015/05/08 05:00:00+00,00:10:00,2015,MAYO,VIERNES,2015/05/08 05:10:00+00,CL 63-KR 110D 10,CHOQUE,ENGATIVA,1,MOTOCICLISTA,N,,MASCULINO,28,MOTOCICLISTA
-74.074214053,4.666362037,740281,2475746,A000200489,2015/05/07 05:00:00+00,17:10:00,2015,MAYO,JUEVES,2015/05/07 22:10:00+00,AK 30-CL 71A 02,CHOQUE,BARRIOS UNIDOS,1,CICLISTA,N,,MASCULINO,33,CICLISTA
-74.0783,4.60000000000002,740517,2479416,A6014,2015/05/26 05:00:00+00,22:27:00,2015,MAYO,MARTES,2015/05/27 03:27:00+00,AK 10-CL 10 85,ATROPELLO,SANTA FE,,PEATON,S,2015/05/27 05:00:00+00,MASCULINO,69,PEATON
-74.126,4.61959999999999,740528,2479426,A5555,2015/05/26 05:00:00+00,14:30:00,2015,MAYO,MARTES,2015/05/26 19:30:00+00,AK 68-CL 30 S 15,CHOQUE,KENNEDY,2,CICLISTA,S,2015/05/26 05:00:00+00,MASCULINO,76,CICLISTA
-74.099250429,4.73909939800001,740582,2480345,A000201334,2015/05/19 05:00:00+00,06:15:00,2015,MAYO,MARTES,2015/05/19 11:15:00+00,AV AVENIDA CIUDAD DE CALI-CL 135A 02,ATROPELLO,SUBA,,PEATON,,,FEMENINO,65,PEATON
-74.163512266,4.63395112199998,740586,2480349,A6087,2015/05/31 05:00:00+00,13:15:00,2015,MAYO,DOMINGO,2015/05/31 18:15:00+00,AV AVENIDA CIUDAD DE CALI-CL 38B S 28,CHOQUE,KENNEDY,,PEATON,S,2015/06/08 05:00:00+00,SIN INFORMACION,,PEATON
-74.144501389,4.65151323200001,740651,2481288,A6006,2015/06/03 05:00:00+00,22:20:00,2015,JUNIO,MIERCOLES,2015/06/04 03:20:00+00,AV AVENIDA CIUDAD DE CALI-CL 11 02,CHOQUE,KENNEDY,2,MOTOCICLISTA,S,2015/07/15 05:00:00+00,MASCULINO,45,MOTOCICLISTA
-74.0631,4.60570000000001,740850,2484322,A8056,2015/06/20 05:00:00+00,01:00:00,2015,JUNIO,SABADO,2015/06/20 06:00:00+00,AV AVENIDA CIRCUNVALAR-CL 22 77,ATROPELLO,SANTA FE,,PEATON,S,2015/06/25 05:00:00+00,MASCULINO,73,PEATON
-74.078795307,4.64056846099999,741044,2472112,A000197717,2015/04/19 05:00:00+00,19:55:00,2015,ABRIL,DOMINGO,2015/04/20 00:55:00+00,KR 30-CL 51 02,ATROPELLO,TEUSAQUILLO,,PEATON,,,MASCULINO,18,PEATON
-74.140556441,4.59371836499997,741126,2473052,A000198645,2015/04/23 05:00:00+00,17:50:00,2015,ABRIL,JUEVES,2015/04/23 22:50:00+00,KR 53-CL 46A S 26,ATROPELLO,TUNJUELITO,,PEATON,,,FEMENINO,86,PEATON
-74.09300418,4.62285985300002,741186,2473970,A000199432,2015/04/28 05:00:00+00,06:40:00,2015,ABRIL,MARTES,2015/04/28 11:40:00+00,AC 19-KR 36 02,CHOQUE,PUENTE ARANDA,1,PASAJERO,,,FEMENINO,22,PASAJERO
-74.100127598,4.60864508200001,741443,2478538,A5657,2015/05/21 05:00:00+00,17:50:00,2015,MAYO,JUEVES,2015/05/21 22:50:00+00,AC 6-KR 32 30,ATROPELLO,PUENTE ARANDA,,PEATON,S,2015/05/22 05:00:00+00,SIN INFORMACION,,PEATON
-74.19504957,4.62119499699998,741806,2483371,A7460,2015/06/16 05:00:00+00,12:15:00,2015,JUNIO,MARTES,2015/06/16 17:15:00+00,KR 87C-CL 69A S 30,CHOQUE,BOSA,1,CICLISTA,N,,MASCULINO,19,CICLISTA
-74.11390517,4.59706878499998,741817,2483381,A6934,2015/06/16 05:00:00+00,11:00:00,2015,JUNIO,MARTES,2015/06/16 16:00:00+00,AV AVENIDA PRIMERO DE MAYO-KR 34D 26,VOLCAMIENTO,PUENTE ARANDA,1,MOTOCICLISTA,N,,MASCULINO,53,MOTOCICLISTA
-74.074742131,4.60515274900001,741915,2485387,A6935,2015/06/27 05:00:00+00,00:40:00,2015,JUNIO,SABADO,2015/06/27 05:40:00+00,KR 10-CL 17 02,ATROPELLO,SANTA FE,,PEATON,,,MASCULINO,65,PEATON
-74.151662214,4.61720183,741995,2486401,A9003,2015/07/02 05:00:00+00,07:30:00,2015,JULIO,JUEVES,2015/07/02 12:30:00+00,AV AVENIDA PRIMERO DE MAYO-KR 39A 20,CHOQUE,KENNEDY,2,CICLISTA,S,2015/07/08 05:00:00+00,MASCULINO,30,CICLISTA
-74.113105784,4.68538198300001,742101,2473070,A000198870,2015/04/23 05:00:00+00,05:30:00,2015,ABRIL,JUEVES,2015/04/23 10:30:00+00,AV AVENIDA CIUDAD DE CALI-CL 64BBIS 02,CHOQUE,ENGATIVA,2,MOTOCICLISTA,S,2015/04/23 05:00:00+00,MASCULINO,36,MOTOCICLISTA
-74.127481854,4.60032628599998,742228,2474922,A000200459,2015/05/04 05:00:00+00,19:00:00,2015,MAYO,LUNES,2015/05/05 00:00:00+00,CL 37-KR 51B S 02,ATROPELLO,PUENTE ARANDA,,PEATON,S,2015/05/05 05:00:00+00,MASCULINO,75,PEATON
-74.170780818,4.59602169099998,742234,2474928,A000199650,2015/05/04 05:00:00+00,16:40:00,2015,MAYO,LUNES,2015/05/04 21:40:00+00,AV AVENIDA DEL SUR-KR 73B 69,VOLCAMIENTO,CIUDAD BOLIVAR,2,MOTOCICLISTA,N,,MASCULINO,25,MOTOCICLISTA
-74.078916304,4.63832098199998,742261,2474954,A000200035,2015/05/04 05:00:00+00,12:15:00,2015,MAYO,LUNES,2015/05/04 17:15:00+00,AK 30-CL 48 02,ATROPELLO,TEUSAQUILLO,,PEATON,S,2015/05/10 05:00:00+00,SIN INFORMACION,,PEATON
-74.076136586,4.60312248100001,742388,2476802,A000200564,2015/05/12 05:00:00+00,20:00:00,2015,MAYO,MARTES,2015/05/13 01:00:00+00,KR 10-CL 14 83,ATROPELLO,SANTA FE,,PEATON,,,SIN INFORMACION,,PEATON
-74.148389496,4.56774118499999,742540,2498547,A13226,2015/09/03 05:00:00+00,11:15:00,2015,SEPTIEMBRE,JUEVES,2015/09/03 16:15:00+00,KR 23C-CL 64 S 02,ATROPELLO,CIUDAD BOLIVAR,,PEATON,S,2015/09/15 05:00:00+00,MASCULINO,73,PEATON
-74.13909864,4.56238086799999,742750,2501386,A000238421,2015/09/17 05:00:00+00,13:20:00,2015,SEPTIEMBRE,JUEVES,2015/09/17 18:20:00+00,AV AVENIDA BOYACA-CL 60 S 05,CHOQUE,CIUDAD BOLIVAR,2,MOTOCICLISTA,N,,MASCULINO,24,MOTOCICLISTA
-74.1184,4.58170000000001,742882,2487508,A9398,2015/07/07 05:00:00+00,17:00:00,2015,JULIO,MARTES,2015/07/07 22:00:00+00,KR 24-CL 35BIS S 02,ATROPELLO,RAFAEL URIBE URIBE,,PEATON,S,2015/07/08 05:00:00+00,MASCULINO,74,PEATON
-74.105469217,4.54843464200002,743086,2491528,A8579,2015/07/13 05:00:00+00,06:00:00,2015,JULIO,LUNES,2015/07/13 11:00:00+00,KR 2BIS-CL 48R S 19,ATROPELLO,RAFAEL URIBE URIBE,,PEATON,,,FEMENINO,60,PEATON
-74.1252,4.56909999999999,743301,2494544,A12481,2015/08/14 05:00:00+00,05:20:00,2015,AGOSTO,VIERNES,2015/08/14 10:20:00+00,AV AVENIDA CARACAS-CL 48 S 02,CHOQUE,RAFAEL URIBE URIBE,2,CICLISTA,S,2015/08/17 05:00:00+00,SIN INFORMACION,,CICLISTA
-74.11162131,4.70963052600001,743749,2501416,A000238631,2015/09/18 05:00:00+00,00:15:00,2015,SEPTIEMBRE,VIERNES,2015/09/18 05:15:00+00,AC 80-KR 100 02,CHOQUE,ENGATIVA,,PEATON,S,2015/09/18 05:00:00+00,MASCULINO,52,PEATON
-74.187804152,4.63741554000001,744000,2489548,A10081,2015/07/18 05:00:00+00,11:52:00,2015,JULIO,SABADO,2015/07/18 16:52:00+00,KR 95-CL 54 S 02,CHOQUE,BOSA,2,MOTOCICLISTA,S,2015/07/20 05:00:00+00,MASCULINO,26,MOTOCICLISTA
-74.085311845,4.62228404799998,744225,2492651,A11445,2015/08/03 05:00:00+00,08:17:00,2015,AGOSTO,LUNES,2015/08/03 13:17:00+00,AK 30-CL 22B 02,ATROPELLO,PUENTE ARANDA,,PEATON,S,2015/08/08 05:00:00+00,MASCULINO,53,PEATON
-74.029311067,4.69502904299998,744242,2038413,A00401232,2009/06/28 05:00:00+00,19:10:00,2009,JUNIO,DOMINGO,2009/06/29 00:10:00+00,CL 119-4 48,CHOQUE,USAQUEN,1,PASAJERO,,,MASCULINO,35,MOTOCICLISTA
-74.1251,4.57870000000003,744393,2495604,A13504,2015/08/20 05:00:00+00,17:45:00,2015,AGOSTO,JUEVES,2015/08/20 22:45:00+00,TR 23B-CL 44 S 02,CHOQUE,RAFAEL URIBE URIBE,3,MOTOCICLISTA,S,2015/08/21 05:00:00+00,MASCULINO,27,MOTOCICLISTA
-74.142142982,4.66450277400003,744455,2496590,A12577,2015/08/25 05:00:00+00,18:30:00,2015,AGOSTO,MARTES,2015/08/25 23:30:00+00,DG 16-KR 90 80,VOLCAMIENTO,FONTIBON,2,MOTOCICLISTA,N,,MASCULINO,33,MOTOCICLISTA
-74.0644,4.68689999999998,744566,2497714,A11968,2015/08/31 05:00:00+00,08:57:00,2015,AGOSTO,LUNES,2015/08/31 13:57:00+00,AV AVENIDA SUBA-CL 97A 81,ATROPELLO,SUBA,,PEATON,,,MASCULINO,62,PEATON
-74.11269956,4.74655289200001,744612,2498690,A14343,2015/09/04 05:00:00+00,16:50:00,2015,SEPTIEMBRE,VIERNES,2015/09/04 21:50:00+00,CL 139-KR 132 02,ATROPELLO,SUBA,,PEATON,S,2015/09/05 05:00:00+00,FEMENINO,56,PEATON
-74.16533105,4.632684009,744868,2502439,A000239126,2015/09/22 05:00:00+00,11:43:00,2015,SEPTIEMBRE,MARTES,2015/09/22 16:43:00+00,AV AVENIDA CIUDAD DE CALI-CL 40 S 49,ATROPELLO,KENNEDY,,PEATON,S,2015/09/22 05:00:00+00,MASCULINO,26,PEATON
-74.118470017,4.60751671399998,744920,2487617,A9670,2015/07/09 05:00:00+00,14:50:00,2015,JULIO,JUEVES,2015/07/09 19:50:00+00,KR 50X-CL 8 S 02,CHOQUE,PUENTE ARANDA,2,MOTOCICLISTA,N,,MASCULINO,32,MOTOCICLISTA
-74.157127972,4.68411152900001,745259,2038358,A00565144,2009/05/19 05:00:00+00,21:49:00,2009,MAYO,MARTES,2009/05/20 02:49:00+00,AV AVENIDA CENTENARIO-KR 118 20,CHOQUE,FONTIBON,2,MOTOCICLISTA,,,MASCULINO,34,MOTOCICLISTA
-74.093311524,4.54227988100001,745342,2494653,A12197,2015/08/15 05:00:00+00,16:00:00,2015,AGOSTO,SABADO,2015/08/15 21:00:00+00,CL 47-KR 6 SE 02,ATROPELLO,SAN CRISTOBAL,,PEATON,,,FEMENINO,29,PEATON
-74.144519628,4.665234408,745694,2499687,A000238267,2015/09/09 05:00:00+00,18:04:00,2015,SEPTIEMBRE,MIERCOLES,2015/09/09 23:04:00+00,AV AVENIDA CENTENARIO-KR 96B 49,ATROPELLO,FONTIBON,1,PASAJERO,,,FEMENINO,40,MOTOCICLISTA
-74.144519628,4.665234408,745695,2499688,A000238267,2015/09/09 05:00:00+00,18:04:00,2015,SEPTIEMBRE,MIERCOLES,2015/09/09 23:04:00+00,AV AVENIDA CENTENARIO-KR 96B 49,ATROPELLO,FONTIBON,,PEATON,S,2015/11/06 05:00:00+00,MASCULINO,57,PEATON
-74.168119689,4.69368289900001,745708,2499700,A000238268,2015/09/09 05:00:00+00,16:30:00,2015,SEPTIEMBRE,MIERCOLES,2015/09/09 21:30:00+00,AC 17-KR 134A 16,CHOQUE,FONTIBON,1,PASAJERO,,,FEMENINO,39,MOTOCICLISTA
-74.157615834,4.68555997999999,745907,2487645,A7450,2015/07/09 05:00:00+00,14:30:00,2015,JULIO,JUEVES,2015/07/09 19:30:00+00,CL 17-KR 120 02,ATROPELLO,FONTIBON,,PEATON,S,2015/07/09 05:00:00+00,MASCULINO,72,PEATON
-74.137890458,4.556259893,746162,2490736,A8578,2015/07/24 05:00:00+00,07:23:00,2015,JULIO,VIERNES,2015/07/24 12:23:00+00,AV AVENIDA BOYACA-CL 63 S 76,VOLCAMIENTO,CIUDAD BOLIVAR,2,CICLISTA,N,,MASCULINO,19,CICLISTA
-74.085416514,4.73500607400001,746163,2038234,A00565874,2009/05/20 05:00:00+00,10:40:00,2009,MAYO,MIERCOLES,2009/05/20 15:40:00+00,KR 91-136 53,ATROPELLO,SUBA,,PEATON,S,2009/05/31 05:00:00+00,MASCULINO,85,PEATON
-74.11423905,4.70188721400001,746270,2038361,A00564032,2009/05/21 05:00:00+00,10:12:00,2009,MAYO,JUEVES,2009/05/21 15:12:00+00,CL 72-96A 11,ATROPELLO,ENGATIVA,,PEATON,,,MASCULINO,45,PEATON
-74.181222526,4.59663616799997,746281,2492779,A8212,2015/08/04 05:00:00+00,05:36:00,2015,AGOSTO,MARTES,2015/08/04 10:36:00+00,AC 57R-KR 76A S 77,CHOQUE,CIUDAD BOLIVAR,2,MOTOCICLISTA,N,,FEMENINO,24,MOTOCICLISTA
-74.089487863,4.619629159,746334,2493764,A12334,2015/08/10 05:00:00+00,09:50:00,2015,AGOSTO,LUNES,2015/08/10 14:50:00+00,AC 19-KR 30 02,CHOQUE,PUENTE ARANDA,2,CICLISTA,N,,MASCULINO,52,CICLISTA
-74.119934313,4.510106914,746349,2493778,A12379,2015/08/10 05:00:00+00,19:45:00,2015,AGOSTO,LUNES,2015/08/11 00:45:00+00,DG 87-KR 14L S 02,VOLCAMIENTO,USME,2,MOTOCICLISTA,N,,MASCULINO,22,MOTOCICLISTA
-74.1453,4.59519999999998,746404,2494752,A12856,2015/08/14 05:00:00+00,18:50:00,2015,AGOSTO,VIERNES,2015/08/14 23:50:00+00,AV AVENIDA BOYACA-KR null 02,CHOQUE,KENNEDY,2,MOTOCICLISTA,S,2015/08/15 05:00:00+00,MASCULINO,28,MOTOCICLISTA
-74.103244252,4.69869223400002,746502,2496711,A13702,2015/08/24 05:00:00+00,16:00:00,2015,AGOSTO,LUNES,2015/08/24 21:00:00+00,CL 75-KR 85 02,CHOQUE,ENGATIVA,2,CICLISTA,S,2015/08/27 05:00:00+00,SIN INFORMACION,,CICLISTA
-74.126682033,4.60744696699999,746624,2498774,A000237981,2015/08/01 05:00:00+00,18:30:00,2015,AGOSTO,SABADO,2015/08/01 23:30:00+00,AV AVENIDA PRIMERO DE MAYO-KR 52B 02,CAIDA DE OCUPANTE,PUENTE ARANDA,1,PASAJERO,,,FEMENINO,49,PASAJERO
-74.157376688,4.58041500799999,746631,2498781,A14467,2015/09/04 05:00:00+00,13:30:00,2015,SEPTIEMBRE,VIERNES,2015/09/04 18:30:00+00,AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA JORGE GAITAN CORTES 02,ATROPELLO,CIUDAD BOLIVAR,,PEATON,,,MASCULINO,77,PEATON
-74.023247501,4.749036757,746668,2498816,A14431,2015/09/06 05:00:00+00,06:30:00,2015,SEPTIEMBRE,DOMINGO,2015/09/06 11:30:00+00,AK 7-CL 171B 02,ATROPELLO,USAQUEN,,PEATON,,,FEMENINO,53,PEATON
-74.123686858,4.74036225600003,747123,2489771,A10725,2015/07/18 05:00:00+00,12:20:00,2015,JULIO,SABADO,2015/07/18 17:20:00+00,CL 130-KR 154 02,CHOQUE,SUBA,3,MOTOCICLISTA,S,2015/07/21 05:00:00+00,MASCULINO,19,MOTOCICLISTA
-74.11244597,4.594018823,747157,2490767,A11282,2015/07/24 05:00:00+00,17:30:00,2015,JULIO,VIERNES,2015/07/24 22:30:00+00,AV AVENIDA PRIMERO DE MAYO-KR 29D 57,ATROPELLO,ANTONIO NARINO,,PEATON,S,2015/07/30 05:00:00+00,MASCULINO,76,PEATON
-74.12991665,4.60732002100002,747191,2490799,A10946,2015/07/24 05:00:00+00,06:15:00,2015,JULIO,VIERNES,2015/07/24 11:15:00+00,AK 68-CL 29 S 36,ATROPELLO,PUENTE ARANDA,,PEATON,S,2015/07/24 05:00:00+00,FEMENINO,65,PEATON
-74.066090112,4.747375052,747798,2500721,A000237692,2015/09/14 05:00:00+00,13:44:00,2015,SEPTIEMBRE,LUNES,2015/09/14 18:44:00+00,CL 163-KR 72 61,ATROPELLO,SUBA,,PEATON,,,FEMENINO,67,PEATON
-74.145050694,4.62876161100002,747808,2500730,A000238675,2015/09/11 05:00:00+00,19:00:00,2015,SEPTIEMBRE,VIERNES,2015/09/12 00:00:00+00,KR 78-CL 5 02,VOLCAMIENTO,KENNEDY,1,MOTOCICLISTA,N,,MASCULINO,33,MOTOCICLISTA
-74.06586493,4.73821196599999,748059,2488806,A9668,2015/07/16 05:00:00+00,01:45:00,2015,JULIO,JUEVES,2015/07/16 06:45:00+00,AV AVENIDA BOYACA-CL 152 02,ATROPELLO,SUBA,,PEATON,,,FEMENINO,45,PEATON
-74.040547494,4.785413973,748088,2488833,A9133,2015/07/15 05:00:00+00,08:13:00,2015,JULIO,MIERCOLES,2015/07/15 13:13:00+00,AK 45-CL 209 02,CHOQUE,USAQUEN,3,CICLISTA,N,,MASCULINO,34,CICLISTA
-74.084241538,4.59031459900001,748281,2491902,A11204,2015/07/30 05:00:00+00,09:00:00,2015,JULIO,JUEVES,2015/07/30 14:00:00+00,CL 1B-KR 10 02,ATROPELLO,SANTA FE,,PEATON,,,MASCULINO,27,PEATON
-74.121297553,4.55221874799997,748486,2495828,A12576,2015/08/21 05:00:00+00,04:15:00,2015,AGOSTO,VIERNES,2015/08/21 09:15:00+00,CL 51-KR 5F S 5,CHOQUE,RAFAEL URIBE URIBE,2,CICLISTA,N,,MASCULINO,47,CICLISTA
-74.1528,4.57330000000002,748676,2497966,A14430,2015/09/01 05:00:00+00,22:15:00,2015,SEPTIEMBRE,MARTES,2015/09/02 03:15:00+00,AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 43 02,ATROPELLO,CIUDAD BOLIVAR,,PEATON,,,MASCULINO,64,PEATON
-74.104275643,4.58777225799997,749034,2487868,A9677,2015/07/10 05:00:00+00,22:30:00,2015,JULIO,VIERNES,2015/07/11 03:30:00+00,KR 24-CL 18 S 02,CHOQUE,ANTONIO NARINO,2,CONDUCTOR,S,2015/07/22 05:00:00+00,MASCULINO,57,CONDUCTOR
-74.110660378,4.59130411899997,749049,2487882,A9569,2015/07/10 05:00:00+00,03:07:00,2015,JULIO,VIERNES,2015/07/10 08:07:00+00,AV AVENIDA PRIMERO DE MAYO-KR 29 65,ATROPELLO,ANTONIO NARINO,,PEATON,S,2015/07/10 05:00:00+00,SIN INFORMACION,,PEATON
-74.096947569,4.69973725099999,749136,2489850,A8645,2015/07/21 05:00:00+00,09:10:00,2015,JULIO,MARTES,2015/07/21 14:10:00+00,AC 80-KR 80A 15,CHOQUE,ENGATIVA,1,MOTOCICLISTA,N,,MASCULINO,25,MOTOCICLISTA
-74.110636262,4.68516386700003,749262,2491915,A11623,2015/07/30 05:00:00+00,12:00:00,2015,JULIO,JUEVES,2015/07/30 17:00:00+00,TR 85-CL 64D 02,ATROPELLO,ENGATIVA,,PEATON,,,MASCULINO,76,PEATON
-74.095215658,4.64155194300002,749277,2491929,A9128,2015/07/30 05:00:00+00,17:05:00,2015,JULIO,JUEVES,2015/07/30 22:05:00+00,CL 26-KR 52 02,ATROPELLO,TEUSAQUILLO,,PEATON,,,MASCULINO,19,PEATON
-74.151696769,4.62252313400001,749279,2491931,A11624,2015/07/30 05:00:00+00,23:40:00,2015,JULIO,JUEVES,2015/07/31 04:40:00+00,CL 37-KR 78C S 71,ATROPELLO,KENNEDY,,PEATON,,,SIN INFORMACION,,PEATON
-74.1414,4.5797,749424,2493945,A12132,2015/08/11 05:00:00+00,06:31:00,2015,AGOSTO,MARTES,2015/08/11 11:31:00+00,CL 56-KR 30 SE 02,CHOQUE,TUNJUELITO,1,CICLISTA,S,2015/08/13 05:00:00+00,MASCULINO,55,CICLISTA
-74.099772263,4.73625391399997,749543,2495914,A12163,2015/08/22 05:00:00+00,21:20:00,2015,AGOSTO,SABADO,2015/08/23 02:20:00+00,AV AVENIDA CIUDAD DE CALI-CL 132 65,ATROPELLO,SUBA,,PEATON,,,FEMENINO,40,PEATON
-74.111289181,4.62812733200002,749719,2498952,A14471,2015/09/06 05:00:00+00,21:45:00,2015,SEPTIEMBRE,DOMINGO,2015/09/07 02:45:00+00,AV AVENIDA DE LAS AMERICAS-KR 54 02,ATROPELLO,PUENTE ARANDA,,PEATON,S,2015/10/07 05:00:00+00,SIN INFORMACION,,PEATON
-74.08245612,4.68846502299999,749725,2498958,A000238017,2015/09/06 05:00:00+00,18:40:00,2015,SEPTIEMBRE,DOMINGO,2015/09/06 23:40:00+00,AC 80-KR 69H 02,ATROPELLO,ENGATIVA,,PEATON,S,2015/09/11 05:00:00+00,MASCULINO,22,PEATON
-74.13757457,4.555248984,749755,2498986,A000238163,2015/09/06 05:00:00+00,16:15:00,2015,SEPTIEMBRE,DOMINGO,2015/09/06 21:15:00+00,AV AVENIDA BOYACA-CL 63B S 48,ATROPELLO,CIUDAD BOLIVAR,,PEATON,,,FEMENINO,41,PEATON
-74.0953,4.57470000000001,749795,2499910,A000238423,2015/09/11 05:00:00+00,04:20:00,2015,SEPTIEMBRE,VIERNES,2015/09/11 09:20:00+00,KR 10-CL 22A S 30,ATROPELLO,SAN CRISTOBAL,,PEATON,,,SIN INFORMACION,,PEATON
-74.105383239,4.69627610700002,750067,2487935,A9295,2015/07/12 05:00:00+00,01:10:00,2015,JULIO,DOMINGO,2015/07/12 06:10:00+00,AV AVENIDA CIUDAD DE CALI-CL 72 02,ATROPELLO,ENGATIVA,,PEATON,,,MASCULINO,47,PEATON
-74.0392963,4.764713035,750266,2491014,A11122,2015/07/26 05:00:00+00,04:05:00,2015,JULIO,DOMINGO,2015/07/26 09:05:00+00,CL 187-KR 18A 16,CHOQUE,USAQUEN,1,MOTOCICLISTA,N,,MASCULINO,33,MOTOCICLISTA
-74.152653562,4.62468461999998,750388,2493030,A12075,2015/08/05 05:00:00+00,22:24:00,2015,AGOSTO,MIERCOLES,2015/08/06 03:24:00+00,KR 78K-CL 36A S 02,ATROPELLO,KENNEDY,,PEATON,S,2015/08/07 05:00:00+00,SIN INFORMACION,,PEATON
-74.108456956,4.62808828999999,750393,2493035,A12058,2015/08/05 05:00:00+00,07:10:00,2015,AGOSTO,MIERCOLES,2015/08/05 12:10:00+00,AC 13-KR 50 02,CHOQUE,PUENTE ARANDA,2,CICLISTA,S,2015/08/06 05:00:00+00,MASCULINO,22,CICLISTA
-74.153561218,4.67810180100003,750971,2501849,A000239282,2015/09/20 05:00:00+00,18:20:00,2015,SEPTIEMBRE,DOMINGO,2015/09/20 23:20:00+00,KR 111A-CL 16 81,VOLCAMIENTO,FONTIBON,2,MOTOCICLISTA,N,,MASCULINO,31,MOTOCICLISTA
